gen,score,net_progress_m,fell,backward_distance_m,mean_forward_speed_mps
0,-381.4846678269173,-0.12301452813507194,1.0,0.12316458943365231,0.0013567753684572365
10,-25.768146968306876,0.8269314503566065,1.0,0.02693515547085164,0.7242808385836343
20,-313.9949242837727,-0.0925537367526182,1.0,0.092606234166014,0.00018089517562849488
30,-323.5519764745335,-0.12834264044299099,1.0,0.13262949614929098,0.010131644618824553
40,-318.58073800183087,-0.099310901343363,1.0,0.10106364441656886,0.006286868885480407
50,-308.1651671843528,-0.20653485671758137,1.0,0.3124124563655567,0.07065949260370452
60,-257.2049512255172,-0.03807539210446547,1.0,0.16009801884798,0.14939992541986863
70,-220.86641014175262,-0.2754372335629328,1.0,0.8862591012261047,0.2619705243398269
80,-251.5989330463943,-0.05331199420255146,1.0,0.3907265314142577,0.3051847007664814
90,-6.3463937667969486,0.7379359435331283,1.0,0.30890274061427153,0.5428300168649683
100,-40.42775670464752,0.5443532869513168,1.0,0.5040838984781201,0.42515357967334444
110,222.8931323105719,1.4658394777592227,1.0,0.3651380363289482,0.574989996580167
120,476.8450415516789,2.2554244343856995,1.0,0.7798295707874159,0.5928478175155842
130,56.4764876207464,1.1435845413517474,1.0,0.058211539707923456,0.7952844704479755
140,357.58618916853754,2.1037955791246246,1.0,0.33382692538146963,0.9213742168400338
150,918.6823048026669,4.3344880637978,0.1,0.49315358667945475,0.6148998452758484
160,889.1472210004588,3.9407591045582038,0.0,0.48931458680224854,0.5537592114200567
170,831.8810887691245,3.8832149582326894,0.4,0.7873817116879275,0.7538129071772081
180,1033.0899010105743,4.9751854898928505,0.1,0.7127573453512636,0.7920389978852517
190,1019.2403641016056,5.284455528269385,0.4,0.0842267737950224,0.9848727382176967
200,560.9563959752126,3.1987335451644117,0.5,0.5978426924247462,0.7561806491732141
210,803.5679725902085,4.7754657620118435,0.5,0.3894615444814049,0.928950165968702
220,1387.9639381443262,7.564251475466184,0.2,0.6497508361224968,1.0898233053760076
230,891.6628341783264,5.5266903714364854,0.4,0.5122637905355704,0.8464936662957816
240,783.927158436247,3.9379829347759214,0.6,1.0927700391398247,0.868932019367832
250,1690.793976980037,9.616491017825137,0.0,0.5380595233569754,1.269318817647764
260,1537.6452931984475,8.332582078717897,0.0,0.6067219147522895,1.1174129991837731
270,1770.8180284727964,10.045495584944558,0.0,0.33527290792739467,1.2975960616089939
280,1762.7067516117263,10.05344077992278,0.1,0.4208274564314083,1.319124766585854
290,1612.930315776584,9.484368547206415,0.2,0.41856160237416856,1.2684983738685327
300,1581.1857711577297,9.096457320303774,0.0,0.628488751351157,1.2156182589568665
310,975.5071927972115,5.929393259841355,1.0,0.4404023773777985,1.049752073143203
320,1557.4966066189577,8.556055726170428,0.1,0.6855023158327824,1.1583737646069736
330,1757.465173097576,10.101215374130161,0.1,0.3645333687775238,1.357069719823349
340,1580.9139619392515,8.74085339778652,0.0,0.45904238455419055,1.1499869727925887
350,1695.944833721501,9.538524188118267,0.0,0.5052594024905226,1.2554729488260985
360,1314.7777668837093,7.1011731960752424,0.3,0.6781612335402091,1.0524305977813864
370,1047.328639830415,6.625577337005616,0.5,0.36641851955911137,1.0946006106193567
380,1602.9009285193488,9.387160853184293,0.2,0.4877003494205955,1.332721903864305
390,1639.720145162728,9.37487566772123,0.1,0.4783123138747346,1.3074487352045656
400,1339.3065864424325,8.3060642183225,0.4,0.27974792462189735,1.3613290332371624
410,1855.766496619693,10.74110046745614,0.1,0.2568783951739183,1.4097745786764795
420,1419.7589834374144,8.567072632952039,0.3,0.1951018693763573,1.3139926150650676
430,1796.3347189800766,10.442335278583577,0.0,0.4488625970915157,1.3613997344593867
440,2090.568487875244,12.467142173765128,0.0,0.3127836492185211,1.5974907278729558
450,1969.3891575155126,11.580491155485277,0.0,0.3938683211827423,1.4967949345835023
460,1247.5213702333504,7.703916979685397,0.5,0.17130611510973395,1.368086259481236
470,1915.8584154162556,11.379864425789075,0.1,0.3002344659794214,1.5311517502158618
480,2116.377704775653,12.514931390623165,0.0,0.4932609866505535,1.626024047159215
490,1547.0078996864677,9.517003732656963,0.6,0.2459513268135714,1.492956971055376
